CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
LINK-008303,Manhattan,103,2,40.728126,-73.985083,Link Active!,108269,145 1 AVENUE,10003,mn-03-108269,06/05/2017,04/02/2017,East Village,1079781,1004500029,1003800,"(40.728126, -73.985083)"
LINK-008305,Manhattan,103,2,40.728824,-73.984680,Link Active!,139455,242 EAST 10 STREET,10003,mn-03-139455,10/06/2017,08/26/2017,East Village,1006417,1004510032,1004000,"(40.728824, -73.984680)"
LINK-008307,Manhattan,103,2,40.730300,-73.983193,Link Active!,107898,208 1 AVENUE,10009,mn-03-107898,08/30/2017,06/10/2017,East Village,1005980,1004400006,1003400,"(40.73030035, -73.98319263)"
LINK-008590,Manhattan,102,3,40.736387,-73.994742,Link Active!,123542,18 WEST 14 STREET,10011,mn-02-123542,12/28/2016,10/01/2016,West Village,1009714,1005770030,1006300,"(40.736387, -73.994742)"
LINK-008689,Manhattan,105,3,40.748615,-73.992489,Link Active!,122442,362 7 AVENUE,10001,mn-05-122442,12/09/2016,10/08/2016,Midtown-Midtown South,1014343,1007800036,1010100,"(40.74861534, -73.99248875)"
LINK-008693,Manhattan,105,3,40.745578,-73.991002,Link Active!,107739,795 6 AVENUE,10001,mn-05-107739,11/02/2017,09/10/2017,Midtown-Midtown South,1015075,1008030035,1009500,"(40.74557814, -73.99100163)"
LINK-008694,Manhattan,105,3,40.744668,-73.991375,Link Active!,123642,712 6 AVENUE,10010,mn-05-123642,11/02/2017,08/19/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1087526,1008270001,1005800,"(40.744668, -73.991375)"
LINK-008695,Manhattan,105,3,40.745968,-73.994039,Link Active!,123662,179 WEST 26 STREET,10001,mn-05-123662,01/18/2017,11/23/2016,Midtown-Midtown South,1015029,1008020001,1009500,"(40.74596848, -73.99403913)"
LINK-008696,Manhattan,105,3,40.746155,-73.994286,Link Active!,138267,290 7 AVENUE,10001,mn-05-138267,10/10/2017,08/25/2017,Midtown-Midtown South,1014236,1007760040,1009500,"(40.74615485, -73.99428583)"
LINK-008837,Manhattan,105,4,40.744742,-73.985367,Link Active!,121634,15 EAST 29 STREET,10016,mn-05-121634,11/21/2016,10/29/2016,Midtown-Midtown South,1016928,1008590015,1007400,"(40.744742, -73.985367)"
LINK-008838,Manhattan,105,2,40.745126,-73.984639,Link Active!,144509,28 EAST 30 STREET,10016,mn-05-144509,11/21/2016,10/01/2016,Midtown-Midtown South,1016939,1008590064,1007400,"(40.745126, -73.984639)"
LINK-008840,Manhattan,105,4,40.746709,-73.986207,Link Active!,107760,3 WEST 31 STREET,10001,mn-05-107760,08/30/2017,07/29/2017,Midtown-Midtown South,1015816,1008330038,1007600,"(40.74670887, -73.98620711)"
LINK-008842,Manhattan,105,4,40.747114,-73.985245,Link Active!,121611,1 EAST 32 STREET,10016,mn-05-121611,12/09/2016,10/01/2016,Midtown-Midtown South,1017006,1008620001,1007400,"(40.74711441, -73.98524463)"
LINK-008843,Manhattan,105,4,40.747737,-73.984833,Link Active!,121613,1 EAST 33 STREET,10016,mn-05-121613,03/23/2017,01/29/2017,Midtown-Midtown South,1017076,1008630006,1007400,"(40.74773664, -73.98483344)"
LINK-009081,Brooklyn,302,35,40.689026,-73.980862,Link Active!,126433,395 FLATBUSH AVENUE EXTENSION,11201,bk-02-126433,07/25/2017,02/13/2017,Fort Greene,3058594,3020930001,3003300,"(40.689026, -73.980862)"
LINK-009082,Manhattan,105,2,40.746881,-73.981064,Link Pending Activation,121576,100 EAST 34 STREET,10016,mn-05-121576,,09/10/2017,Murray Hill-Kips Bay,1087537,1008897501,1007200,"(40.74688075, -73.9810645)"
LINK-009918,Manhattan,105,3,40.750488,-73.991130,Link Active!,122446,430 7TH AVENUE,10001,mn-05-122446,01/18/2017,10/08/2016,Midtown-Midtown South,1014385,1007830034,1010100,"(40.75048843, -73.99113025)"
LINK-010160,Manhattan,105,4,40.760235,-73.984012,Link Active!,134211,736 7 AVENUE,10019,mn-05-134211,06/12/2017,05/13/2017,Midtown-Midtown South,1024777,1010200035,1012500,"(40.76023532, -73.98401196)"
LINK-010171,Manhattan,105,4,40.759205,-73.976990,Link Installed; Connecting Power and Fiber,122867,4 WEST 51 STREET,10111,mn-05-122867,,02/11/2017,Midtown-Midtown South,1083860,1012660001,1010400,"(40.7592052, -73.97699037)"
LINK-010173,Manhattan,105,4,40.762468,-73.974732,Link Active!,122853,1 WEST 56 STREET,10019,mn-05-122853,03/28/2017,10/29/2016,Midtown-Midtown South,1035051,1012720034,1011201,"(40.76246755, -73.97473228)"
LINK-010174,Manhattan,108,4,40.764254,-73.971198,Link Active!,137205,16 EAST 60 STREET,10022,mn-08-137205,05/08/2017,11/19/2016,Upper East Side-Carnegie Hill,1040753,1013740014,1011401,"(40.76425414, -73.97119784)"
LINK-010177,Manhattan,106,5,40.758689,-73.965589,Link Installed; Connecting Power and Fiber,121769,1066 2 AVENUE,10022,mn-06-121769,,10/28/2017,Turtle Bay-East Midtown,1039976,1013490001,1010800,"(40.75868871, -73.96558891)"
LINK-010191,Manhattan,111,9,40.800446,-73.946484,Link Active!,100223,1413 5 AVENUE,10029,mn-11-100223,01/25/2017,10/15/2016,East Harlem North,1051661,1016210070,1018400,"(40.800446, -73.94648352)"
LINK-010216,Manhattan,110,9,40.807326,-73.952789,Link Active!,102771,218 ST NICHOLAS AVENUE,10027,mn-10-102771,11/07/2016,10/03/2016,Central Harlem South,1058485,1019260061,1022000,"(40.80732567, -73.95278868)"
LINK-010251,Bronx,205,15,40.850548,-73.900954,Link Active!,111503,305 EAST BURNSIDE AVENUE,10457,bx-05-111503,06/13/2017,05/10/2017,Mount Hope,2013524,2031490068,2038100,"(40.85054841, -73.90095411)"
LINK-010262,Manhattan,110,9,40.812656,-73.949489,Link Active!,111709,2407 FREDERICK DOUGLASS BLVD,10027,mn-10-111709,11/16/2016,10/14/2016,Central Harlem North-Polo Grounds,1059403,1019550017,1021500,"(40.81265566, -73.94948944)"
LINK-010287,Bronx,205,14,40.854346,-73.910218,Link Active!,113539,70 WEST BURNSIDE AVENUE,10453,bx-05-113539,01/17/2017,12/06/2016,University Heights-Morris Heights,2008556,2028680139,2024300,"(40.85434622, -73.91021789)"
LINK-010317,Bronx,205,14,40.853764,-73.907899,Link Active!,111414,8 WEST BURNSIDE AVENUE,10453,bx-05-111414,01/17/2017,12/06/2016,University Heights-Morris Heights,2008401,2028630032,2024300,"(40.853764, -73.907899)"
LINK-010320,Manhattan,104,3,40.769567,-73.988099,Link Installed; Connecting Power and Fiber,136065,886 10 AVENUE,10019,mn-04-136065,,11/04/2017,Clinton,1026899,1010670062,1013900,"(40.76956734, -73.98809867)"
LINK-010328,Brooklyn,309,35,40.664166,-73.950920,Link Active!,130021,991 NOSTRAND AVENUE,11225,bk-09-130021,04/13/2017,02/23/2017,Crown Heights South,3324553,3013090001,3031900,"(40.66416648, -73.95091962)"
LINK-010336,Queens,401,22,40.760473,-73.922019,Link Active!,142852,35-01 BROADWAY,11106,qu-01-142852,05/23/2017,03/25/2017,Astoria,4009768,4006480008,4006100,"(40.76047267, -73.92201908)"
LINK-010337,Queens,401,22,40.760095,-73.921216,Link Active!,142874,36-01 BROADWAY,11106,qu-01-142874,08/02/2017,04/22/2017,Astoria,4009836,4006490005,4006100,"(40.760095, -73.921216)"
LINK-010338,Queens,401,22,40.758591,-73.918016,Link Active!,143435,41-01 BROADWAY,11103,qu-01-143435,07/10/2017,05/12/2017,Astoria,4011161,4006790007,4015500,"(40.75859125, -73.91801561)"
LINK-010339,Queens,403,21,40.749606,-73.885072,Link Active!,143455,81-02 37 AVENUE,11372,qu-03-143455,11/08/2017,08/19/2017,Jackson Heights,4030009,4012920001,4028300,"(40.7496063, -73.88507204)"
LINK-010340,Queens,401,22,40.764902,-73.917303,Link Pending Activation,142873,36-02 30 AVENUE,11103,qu-01-142873,,08/05/2017,Astoria,4010009,4006510042,4006300,"(40.76490229, -73.91730276)"
LINK-010341,Manhattan,110,9,40.809437,-73.951840,Link Active!,142812,2307 FREDERICK DOUGLASS BLVD,10027,mn-10-142812,10/14/2016,09/17/2016,Central Harlem South,1059275,1019500029,1025700,"(40.80943715, -73.95184032)"
LINK-010345,Manhattan,110,9,40.805827,-73.950407,Link Active!,142515,2001 ADAM CLAYTON POWELL JR BOULEVARD,10027,mn-10-142515,09/12/2017,07/29/2017,Central Harlem South,1057606,1019050001,1022000,"(40.805827, -73.950407)"
LINK-010346,Manhattan,110,9,40.809268,-73.951708,Link Active!,142813,2306 FREDERICK DOUGLASS BLVD,10027,mn-10-142813,10/14/2016,09/24/2016,Central Harlem South,1087917,1019297504,1022200,"(40.8092681, -73.95170768)"
LINK-010349,Manhattan,110,9,40.811973,-73.945917,Link Active!,142513,2197 ADAM CLAYTON POWELL JR BOULEVARD,10027,mn-10-142513,12/16/2016,10/29/2016,Central Harlem North-Polo Grounds,1058008,1019140061,1022400,"(40.81197343, -73.94591692)"
LINK-010350,Manhattan,110,9,40.801938,-73.957067,Link Active!,142858,2070 FREDRICK DOUGLASS BLVD,10026,mn-10-142858,08/07/2017,06/30/2017,Central Harlem South,1055106,1018280001,1021600,"(40.801938, -73.957067)"
LINK-010356,Manhattan,110,9,40.814863,-73.947877,Link Active!,142855,2480 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-142855,10/25/2016,09/17/2016,Central Harlem North-Polo Grounds,1084049,1019380001,1021500,"(40.81486349, -73.9478767)"
LINK-010357,Manhattan,110,9,40.808996,-73.952149,Link Active!,142814,2293 FREDERICK DOUGLASS BLVD,10027,mn-10-142814,11/02/2016,10/14/2016,Central Harlem South,1059275,1019500029,1025700,"(40.80899649, -73.95214914)"
LINK-010360,Brooklyn,301,33,40.725456,-73.951496,Link Active!,143275,88 NORMAN AVENUE,11222,bk-01-143275,06/09/2017,03/11/2017,Greenpoint,3066070,3026470001,3056900,"(40.725456, -73.951496)"
LINK-010367,Manhattan,108,5,40.778233,-73.952821,Link Active!,128743,228 EAST 86 STREET,10028,mn-08-128743,02/01/2017,11/04/2016,Yorkville,1048779,1015310035,1014601,"(40.77823255727984, -73.95282089266084)"
LINK-010402,Manhattan,108,5,40.761910,-73.960153,Link Installed; Connecting Power and Fiber,115163,1142 1 AVENUE,10065,mn-08-115163,,10/17/2017,Lenox Hill-Roosevelt Island,1045318,1014570046,1010602,"(40.76191027, -73.9601529)"
LINK-010405,Manhattan,110,9,40.824081,-73.937508,Link Active!,142554,2570 ADAM CLAYTON POWELL JR BOULEVARD,10039,mn-10-142554,09/15/2017,07/19/2017,Central Harlem North-Polo Grounds,1060566,1020340034,1023400,"(40.8240811, -73.93750775)"
LINK-010406,Manhattan,110,9,40.810023,-73.951413,Link Active!,142632,2327 FREDERICK DOUGLASS BLVD,10027,mn-10-142632,10/14/2016,09/24/2016,Central Harlem South,1059298,1019510022,1025700,"(40.81002334, -73.95141341)"
LINK-010430,Queens,403,25,40.747539,-73.885498,Link Active!,100928,80-05 ROOSEVELT AVENUE,11372,qu-03-100928,09/25/2017,08/19/2017,Jackson Heights,4030000,4012910045,4028300,"(40.74753882, -73.88549761)"
LINK-010440,Queens,409,32,40.695225,-73.845226,Link Active!,108791,102-01 JAMAICA AVE,11418,qu-09-108791,07/07/2017,05/20/2017,Richmond Hill,4457303,4091870001,4002600,"(40.695225, -73.845226)"
LINK-010447,Brooklyn,301,34,40.701419,-73.942908,Link Active!,108949,709 BROADWAY,11206,bk-01-108949,08/02/2017,03/06/2017,East Williamsburg,3331361,3031260006,3049100,"(40.701419, -73.942908)"
LINK-010460,Bronx,201,17,40.817926,-73.915262,Link Active!,109413,2939 3 AVENUE,10455,bx-01-109413,12/22/2016,10/22/2016,Melrose South-Mott Haven North,2001360,2023740090,2006700,"(40.81792619, -73.91526202)"
LINK-010501,Queens,401,22,40.764538,-73.930599,Link Active!,142694,21-34 BROADWAY,11106,qu-01-142694,05/18/2017,03/25/2017,Astoria,4006399,4005550029,4004500,"(40.76453793, -73.93059918)"
LINK-010558,Queens,401,22,40.761646,-73.924856,Link Active!,130522,31-14 BROADWAY,11106,qu-01-130522,08/09/2017,05/12/2017,Astoria,4008290,4006110138,4005900,"(40.76164578, -73.92485555)"
LINK-010567,Brooklyn,309,35,40.667346,-73.950809,Link Active!,127716,900 Nostrand Ave,11225,bk-09-127716,04/28/2017,03/11/2017,Crown Heights South,3348092,3012890025,3032100,"(40.66734613, -73.95080928)"
LINK-010615,Manhattan,104,3,40.752804,-74.004313,Link Active!,140358,311 11 AVENUE,10001,mn-04-140358,09/21/2017,06/30/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1012273,1006750036,1009900,"(40.75280422, -74.00431271)"
LINK-010616,Manhattan,104,3,40.752198,-74.004756,Link Active!,140298,281 11 AVENUE,10001,mn-04-140298,06/27/2017,05/26/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1080275,1006740001,1009900,"(40.75219823, -74.00475581)"
LINK-010617,Manhattan,104,3,40.751969,-74.004912,Link Active!,140359,,10001,mn-04-140359,06/27/2017,05/26/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1079184,1006730001,1009900,"(40.75196913, -74.00491217)"
LINK-010618,Manhattan,104,3,40.751234,-74.005146,Link Active!,143655,,10001,mn-04-143655,10/06/2017,06/10/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1012389,1006980001,1009900,"(40.75123392, -74.0051459)"
LINK-010634,Manhattan,107,6,40.788705,-73.976411,Link Active!,134318,2373 BROADWAY,10024,mn-07-134318,11/15/2017,09/10/2017,Upper West Side,1076251,1012347501,1017500,"(40.7887051, -73.97641054)"
LINK-010646,Manhattan,104,3,40.750746,-74.005816,Link Active!,140360,241 11 AVENUE,10001,mn-04-140360,06/27/2017,05/26/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1075683,1006700070,1009900,"(40.75074558, -74.00581555)"
LINK-010673,Manhattan,105,2,40.744259,-73.983248,Link Installed; Connecting Power and Fiber,136186,435 PARK AVENUE SOUTH,10016,mn-05-136186,,09/24/2017,Murray Hill-Kips Bay,1018294,1008850091,1007200,"(40.74425922, -73.98324818)"
LINK-010675,Manhattan,107,6,40.790301,-73.972981,Link Active!,121103,621 AMSTERDAM AVENUE,10024,mn-07-121103,05/31/2017,04/07/2017,Upper West Side,1032489,1012210001,1017700,"(40.79030079, -73.97298135)"
LINK-010684,Manhattan,105,4,40.746426,-73.985816,Link Active!,121624,2 EAST 31 STREET,10016,mn-05-121624,06/05/2017,02/11/2017,Midtown-Midtown South,1016951,1008600001,1007400,"(40.74642561, -73.98581619)"
LINK-010708,Manhattan,102,1,40.718198,-74.000048,Link Active!,122330,241 CANAL,10013,mn-02-122330,05/19/2017,03/18/2017,SoHo-TriBeCa-Civic Center-Little Italy,1002675,1002080019,1004500,"(40.71819776, -74.000048)"
LINK-010713,Manhattan,103,1,40.714508,-73.992490,Link Active!,122246,2 ALLEN STREET,10002,mn-03-122246,06/21/2017,04/02/2017,Chinatown,1088837,1002947502,1001600,"(40.71450806, -73.99248961)"
LINK-010715,Manhattan,108,4,40.763691,-73.962235,Link Installed; Connecting Power and Fiber,121759,1221 2 AVENUE,10065,mn-08-121759,,11/14/2017,Lenox Hill-Roosevelt Island,1043864,1014180021,1011000,"(40.7636906, -73.96223547)"
LINK-010745,Manhattan,108,5,40.768374,-73.955362,Link Installed; Connecting Power and Fiber,120842,400 EAST 73 STREET,10021,mn-08-120842,,10/16/2017,Lenox Hill-Roosevelt Island,1045862,1014677501,1012400,"(40.76837393, -73.95536175)"
LINK-010750,Manhattan,102,3,40.730258,-74.006629,Link Active!,123600,1 ST LUKES PLACE,10014,mn-02-123600,01/26/2017,11/13/2016,West Village,1009773,1005830001,1006700,"(40.73025769, -74.00662855)"
LINK-010755,Manhattan,106,2,40.742234,-73.977895,Link Installed; Connecting Power and Fiber,121442,539 2 AVENUE,10016,mn-06-121442,,10/28/2017,Murray Hill-Kips Bay,1019928,1009107501,1007000,"(40.74223411, -73.97789516)"
LINK-010764,Manhattan,104,3,40.763385,-73.992870,Link Pending Activation,122466,703 10 AVENUE,10036,mn-04-122466,,10/07/2017,Clinton,1026998,1010760036,1012900,"(40.76338512, -73.99286971)"
LINK-010787,Manhattan,108,5,40.760360,-73.961663,Link Installed; Connecting Power and Fiber,121708,351 EAST 60 STREET,10065,mn-08-121708,,10/17/2017,Lenox Hill-Roosevelt Island,1044204,1014350023,1011000,"(40.76035998, -73.96166314)"
LINK-010792,Manhattan,108,4,40.766736,-73.969308,Link Active!,121988,30 EAST 64 STREET,10065,mn-08-121988,04/21/2017,12/18/2016,Upper East Side-Carnegie Hill,1041045,1013780056,1012200,"(40.766736, -73.969308)"
LINK-010797,Manhattan,107,6,40.792703,-73.971487,Link Active!,120611,700 AMSTERDAM AVE,10025,mn-07-120611,12/20/2016,11/02/2016,Upper West Side,1033650,1012410036,1017900,"(40.79270287, -73.97148731)"
LINK-010802,Manhattan,103,1,40.721773,-73.989421,Link Active!,123464,70 STANTON ST,10002,mn-03-123464,01/06/2017,11/17/2016,Chinatown,1005537,1004170001,1003601,"(40.721773, -73.989421)"
LINK-010803,Manhattan,103,2,40.729963,-73.983281,Link Installed; Connecting Power and Fiber,139623,401 E 12 ST,10009,mn-03-139623,,07/29/2017,East Village,1083482,1004400001,1003400,"(40.729962677566554, -73.98328129627043)"
LINK-010805,Manhattan,108,4,40.764821,-73.970303,Link Active!,121980,25.5 EAST 61 STREET,10065,mn-08-121980,05/31/2017,04/08/2017,Upper East Side-Carnegie Hill,1040850,1013760021,1011401,"(40.764821, -73.970303)"
LINK-010807,Manhattan,105,2,40.742760,-73.986420,Link Active!,121630,31 EAST 26 STREET,10010,mn-05-121630,04/14/2017,01/29/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1016880,1008560024,1005600,"(40.74275953, -73.98641999)"
LINK-010831,Manhattan,104,3,40.765277,-73.991493,Link Installed; Connecting Power and Fiber,122475,747 10 AVENUE,10019,mn-04-122475,,09/23/2017,Clinton,1083800,1010799029,1013500,"(40.76527687, -73.99149319)"
LINK-010832,Manhattan,106,2,40.744154,-73.976190,Link Installed; Connecting Power and Fiber,121433,604 2 AVENUE,10016,mn-06-121433,,10/28/2017,Murray Hill-Kips Bay,1078843,1009390001,1007000,"(40.744154, -73.97619)"
LINK-010833,Manhattan,105,3,40.751540,-73.990365,Link Active!,137863,458 7 AVE,10001,mn-05-137863,06/05/2017,11/12/2016,Midtown-Midtown South,1014409,1007840047,1010900,"(40.751539621404596, -73.99036533206544)"
LINK-010843,Manhattan,102,3,40.732308,-74.006415,Link Active!,123611,482 HUDSON STREET,10014,mn-02-123611,01/18/2017,11/05/2016,West Village,1009852,1005850012,1007300,"(40.73230778, -74.00641536)"
LINK-010852,Manhattan,107,7,40.800592,-73.961745,Link Installed; Connecting Power and Fiber,120640,981 COLUMBUS AVE,10025,mn-07-120640,,08/25/2017,Morningside Heights,1055708,1018440001,1019300,"(40.80059158, -73.9617454)"
LINK-010860,Manhattan,106,4,40.756879,-73.963818,Link Installed; Connecting Power and Fiber,121683,1000 1 AVENUE,10022,mn-06-121683,,10/20/2017,Turtle Bay-East Midtown,1040355,1013660047,1010601,"(40.75687875, -73.96381797)"
LINK-010861,Manhattan,106,5,40.757701,-73.963213,Link Installed; Connecting Power and Fiber,121692,1026 1 AVENUE,10022,mn-06-121692,,10/25/2017,Turtle Bay-East Midtown,1040466,1013680001,1010601,"(40.75770122, -73.96321332)"
LINK-010862,Manhattan,106,5,40.757604,-73.963593,Link Installed; Connecting Power and Fiber,121694,1021 1 AVENUE,10022,mn-06-121694,,10/20/2017,Turtle Bay-East Midtown,1039972,1013480023,1010800,"(40.75760431, -73.96359345)"
LINK-010871,Manhattan,102,3,40.731593,-74.006408,Link Active!,123612,87 BARROW STREET,10014,mn-02-123612,04/14/2017,02/18/2017,West Village,1077816,1005847501,1006700,"(40.73159252, -74.00640751)"
LINK-010872,Manhattan,103,1,40.719504,-73.989474,Link Active!,137963,122B ORCHARD ST,10002,mn-03-137963,12/28/2016,11/04/2016,Chinatown,1005303,1004100002,1001800,"(40.71950376, -73.98947427)"
LINK-010890,Bronx,201,17,40.816751,-73.922955,Link Active!,116415,522 MORRIS AVENUE,10451,bx-01-116415,03/06/2017,01/21/2017,Melrose South-Mott Haven North,2091151,2023300001,2006500,"(40.81675132, -73.92295481)"
LINK-010896,Manhattan,103,2,40.727650,-73.985119,Link Active!,123794,134 1 AVE,10009,mn-03-123794,05/30/2017,04/08/2017,East Village,1005893,1004360060,1003200,"(40.727649865809404, -73.98511898826644)"
LINK-010897,Manhattan,111,9,40.800781,-73.946241,Link Active!,120070,1421 5 AVENUE,10035,mn-11-120070,01/25/2017,10/15/2016,East Harlem North,1051665,1016220001,1018400,"(40.8007812, -73.94624056)"
LINK-010933,Manhattan,107,6,40.802984,-73.967855,Link Active!,120267,300 West 108th ST,10025,mn-07-120267,10/25/2016,10/08/2016,Morningside Heights,1057285,1018920049,1019500,"(40.80298423, -73.96785533)"
LINK-010934,Manhattan,107,6,40.792035,-73.971979,Link Active!,121100,674 AMSTERDAM AVE,10025,mn-07-121100,02/07/2017,12/01/2016,Upper West Side,1033614,1012400036,1017900,"(40.7920348, -73.97197865)"
LINK-010942,Manhattan,109,7,40.823361,-73.948844,Link Active!,120570,1661 AMSTERDAM AVENUE,10031,mn-09-120570,10/31/2016,10/14/2016,Hamilton Heights,1061246,1020580029,1022700,"(40.823361, -73.948844)"
LINK-010946,Brooklyn,301,34,40.703654,-73.942682,Link Active!,125630,61 AVENUE OF PUERTO RICO,11206,bk-01-125630,06/09/2017,05/06/2017,East Williamsburg,3071502,3031050020,3049100,"(40.703654, -73.942682)"
LINK-010956,Manhattan,112,7,40.832749,-73.941887,Link Active!,120461,470 WEST 157 STREET,10032,mn-12-120461,05/11/2017,01/29/2017,Washington Heights South,1062490,1021070059,1023900,"(40.83274898, -73.94188652)"
LINK-011059,Queens,403,21,40.748311,-73.878165,Link Active!,136452,88-03 ROOSEVELT AVENUE,11372,qu-03-136452,09/08/2017,08/19/2017,Jackson Heights,4307356,4014760107,4027700,"(40.74831104, -73.87816548)"
LINK-010981,Queens,401,22,40.767307,-73.922111,Link Pending Activation,133970,30-01 30 AVENUE,11102,qu-01-133970,,10/19/2017,Old Astoria,4007687,4005950009,4007100,"(40.76730678, -73.92211147)"
LINK-010990,Manhattan,105,4,40.745756,-73.984529,Link Installed; Connecting Power and Fiber,137138,130 MADISON AVENUE,10016,mn-05-137138,,09/30/2017,Midtown-Midtown South,1016976,1008600065,1007400,"(40.74575598, -73.98452873)"
LINK-010991,Manhattan,101,1,40.723118,-74.008139,Link Active!,137026,,10013,mn-01-137026,11/15/2017,08/05/2017,SoHo-TriBeCa-Civic Center-Little Italy,1002857,1002227502,1003900,"(40.72311759, -74.00813878)"
LINK-010992,Manhattan,101,1,40.722870,-74.007980,Link Active!,145538,,10013,mn-01-145538,10/10/2017,08/05/2017,SoHo-TriBeCa-Civic Center-Little Italy,1002854,1002210030,1003300,"(40.72287042, -74.00797977)"
LINK-010993,Queens,404,25,40.746966,-73.889705,Link Active!,137921,75-20 ROOSEVELT AVENUE,11373,qu-04-137921,08/30/2017,07/08/2017,Elmhurst,4036735,4014860031,4026700,"(40.74696638, -73.88970545)"
LINK-010999,Queens,409,32,40.694697,-73.847844,Link Active!,143998,97-20 JAMAICA AVENUE,11421,qu-09-143998,09/25/2017,08/19/2017,Woodhaven,4184482,4089380010,4003000,"(40.69469686, -73.8478444)"
LINK-011000,Manhattan,105,3,40.736639,-73.993282,Link Installed; Connecting Power and Fiber,137879,96 5 AVENUE,10011,mn-05-137879,,09/30/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1015292,1008160042,1005400,"(40.73663894, -73.99328247)"
LINK-011003,Manhattan,105,3,40.747419,-73.993363,Link Installed; Connecting Power and Fiber,133687,322 7 AVENUE,10001,mn-05-133687,,10/15/2017,Midtown-Midtown South,1014262,1007780036,1009500,"(40.74741879, -73.99336333)"
LINK-011005,Manhattan,104,3,40.739107,-73.999150,Link Installed; Connecting Power and Fiber,135855,77 7 AVENUE,10011,mn-04-135855,,09/16/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014515,1007900001,1008100,"(40.73910655, -73.99915027)"
LINK-011008,Manhattan,105,3,40.744933,-73.991472,Link Installed; Connecting Power and Fiber,136609,775 6 AVENUE,10001,mn-05-136609,,10/07/2017,Midtown-Midtown South,1015042,1008020035,1009500,"(40.74493317, -73.99147237)"
LINK-011039,Queens,404,25,40.747490,-73.884690,Link Active!,136456,81-02 ROOSEVELT AVENUE,11373,qu-04-136456,10/04/2017,08/31/2017,Elmhurst,4036860,4014920001,4026901,"(40.74748994, -73.8846895)"
LINK-011042,Queens,401,22,40.758818,-73.918494,Link Pending Activation,145452,40-13 Broadway,11103,qu-01-145452,,08/19/2017,Astoria,4436918,4006780003,4015500,"(40.75881765, -73.91849412)"
LINK-011073,Queens,402,26,40.747667,-73.941420,Link Active!,139595,27-20 43 AVENUE,11101,qu-02-139595,10/18/2017,09/16/2017,Hunters Point-Sunnyside-West Maspeth,4005138,4004330001,4001900,"(40.74766699, -73.94141973)"
LINK-011080,Manhattan,103,2,40.725291,-73.986842,Link Active!,138878,,10009,mn-03-138878,10/25/2017,08/26/2017,East Village,1077561,1004320001,1003200,"(40.72529099, -73.98684237)"
LINK-011086,Queens,404,25,40.747059,-73.888820,Link Active!,137796,76-22 ROOSEVELT AVENUE,11373,qu-04-137796,08/30/2017,07/08/2017,Elmhurst,4036751,4014870006,4026700,"(40.74705911, -73.8888199)"
LINK-011088,Manhattan,109,7,40.804399,-73.966328,Link Installed; Connecting Power and Fiber,134415,,10025,mn-09-134415,,10/11/2017,Morningside Heights,1056917,1018820063,1019900,"(40.80439875, -73.96632817)"
LINK-011092,Queens,404,25,40.746711,-73.892145,Link Active!,134075,73-02 ROOSEVELT AVENUE,11377,qu-04-134075,08/24/2017,07/08/2017,Elmhurst-Maspeth,4030453,4013057501,4026500,"(40.74671112, -73.89214477)"
LINK-011214,Manhattan,106,4,40.750458,-73.971893,Link Installed; Connecting Power and Fiber,138188,801 2 AVENUE,10017,mn-06-138188,,11/11/2017,Turtle Bay-East Midtown,1037553,1013160030,1008800,"(40.75045756, -73.97189334)"
LINK-011098,Manhattan,110,9,40.818029,-73.941924,Link Active!,134578,2380 ADAM CLAYTON POWELL JR BOULEVARD,10030,mn-10-134578,09/15/2017,08/13/2017,Central Harlem North-Polo Grounds,1060371,1020250029,1023000,"(40.81802907, -73.94192414)"
LINK-011103,Queens,403,21,40.747627,-73.884644,Link Installed; Connecting Power and Fiber,133667,81-03 ROOSEVELT AVENUE,11372,qu-03-133667,,07/22/2017,Jackson Heights,4030026,4012920048,4028300,"(40.74762687, -73.88464352)"
LINK-011104,Manhattan,105,3,40.740513,-73.994393,Link Installed; Connecting Power and Fiber,134626,636 6 AVENUE,10011,mn-05-134626,,11/14/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1015460,1008217506,1005400,"(40.74051298, -73.99439314)"
LINK-011106,Manhattan,104,3,40.742548,-73.993209,Link Installed; Connecting Power and Fiber,134489,699 6 AVENUE,10011,mn-04-134489,,10/07/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014802,1007980041,1009100,"(40.74254842, -73.99320916)"
LINK-011109,Manhattan,103,2,40.729220,-73.983979,Link Active!,138884,,10009,mn-03-138884,10/06/2017,08/12/2017,East Village,1077666,1004380009,1003400,"(40.72921987, -73.98397945)"
