CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
LINK-014438,Manhattan,103,2,40.732747,-73.986107,Link Active!,123803,226 E 14 ST,10003,mn-03-123803,10/28/2016,10/16/2016,East Village,1006902,1004690021,1004000,"(40.73274736, -73.98610741)"
LINK-014440,Brooklyn,302,33,40.694726,-73.994227,Link Installed; Connecting Power and Fiber,126904,128 MONTAGUE STREET,11201,bk-02-126904,,11/10/2017,Brooklyn Heights-Cobble Hill,3002077,3002490025,3000502,"(40.69472554, -73.9942271)"
LINK-014444,Manhattan,110,9,40.815696,-73.947002,Link Active!,119882,2504 FREDERICK DOUGLASS BLVD,10030,mn-10-119882,10/25/2016,10/03/2016,Central Harlem North-Polo Grounds,1058819,1019390061,1022600,"(40.81569589, -73.94700174)"
LINK-014483,Bronx,201,17,40.817446,-73.915574,Link Active!,118942,2922 3 AVENUE,10455,bx-01-118942,12/28/2016,10/22/2016,Melrose South-Mott Haven North,2001166,2023620021,2007100,"(40.817446, -73.915574)"
LINK-014485,Bronx,207,15,40.862347,-73.893894,Link Active!,119802,319 EAST KINGSBRIDGE ROAD,10458,bx-07-119802,06/21/2017,12/06/2016,Bedford Park-Fordham North,2016776,2032930005,2039901,"(40.86234731, -73.8938944)"
LINK-014492,Bronx,201,17,40.817235,-73.915829,Link Active!,118944,2914 3 AVENUE,10455,bx-01-118944,12/22/2016,10/22/2016,Melrose South-Mott Haven North,2001164,2023620013,2007100,"(40.817235, -73.91582926)"
LINK-014561,Queens,401,22,40.766894,-73.921546,Link Active!,125127,30-20 30 AVENUE,11102,qu-01-125127,06/26/2017,05/06/2017,Astoria,4007650,4005930027,4006300,"(40.7668938, -73.92154563)"
LINK-014595,Bronx,204,16,40.840248,-73.918194,Link Active!,119141,1391 JEROME AVENUE,10452,bx-04-119141,07/13/2017,06/10/2017,Highbridge,2008289,2028560020,2021900,"(40.840248, -73.918194)"
LINK-014602,Queens,401,22,40.765930,-73.919882,Link Active!,133224,30-01 33 STREET,11103,qu-01-133224,06/26/2017,05/12/2017,Astoria,4009030,4006250042,4006300,"(40.76592996611995, -73.91988166174906)"
LINK-014604,Queens,404,25,40.746624,-73.892356,Link Active!,136003,40-02 73 STREET,11377,qu-04-136003,08/24/2017,07/08/2017,Elmhurst-Maspeth,4030419,4013040043,4026500,"(40.74662381658116, -73.8923556533573)"
LINK-014609,Bronx,205,14,40.849486,-73.910931,Link Active!,119631,1876 JEROME AVENUE,10453,bx-05-119631,07/13/2017,04/22/2017,Mount Hope,2008231,2028520001,2023301,"(40.849486, -73.910931)"
LINK-014610,Manhattan,106,2,40.737627,-73.980968,Link Active!,138042,392 2 AVENUE,10010,mn-06-138042,07/19/2017,03/11/2017,Gramercy,1088559,1009287504,1006400,"(40.737627, -73.980968)"
LINK-014611,Manhattan,106,2,40.741711,-73.977973,Link Pending Activation,133709,522 2 AVENUE,10016,mn-06-133709,,10/06/2017,Murray Hill-Kips Bay,1020614,1009350001,1007000,"(40.74171074, -73.97797283)"
LINK-014638,Manhattan,104,3,40.742126,-73.993522,Link Installed; Connecting Power and Fiber,134628,675 6 AVENUE,10011,mn-04-134628,,10/28/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014774,1007970037,1008700,"(40.74212565, -73.99352183)"
LINK-014639,Manhattan,107,7,40.795399,-73.969254,Link Active!,120525,765 AMSTERDAM AVENUE,10025,mn-07-120525,11/23/2016,10/22/2016,Upper West Side,1055899,1018520001,1018500,"(40.795399, -73.969254)"
LINK-014642,Manhattan,110,9,40.804047,-73.952140,Link Active!,119959,1940 ADAM CLAYTON POWELL JR BOULEVARD,10026,mn-10-119959,01/09/2017,10/29/2016,Central Harlem South,1084042,1019230029,1021800,"(40.80404696, -73.95213993)"
LINK-014643,Manhattan,110,9,40.805950,-73.950754,Link Active!,119961,2010 ADAM CLAYTON POWELL JR BOULEVARD,10027,mn-10-119961,01/09/2017,10/22/2016,Central Harlem South,1079502,1019260029,1022000,"(40.80595028, -73.95075428)"
LINK-014645,Manhattan,110,9,40.819916,-73.940552,Link Active!,119942,2446 ADAM CLAYTON POWELL JR BOULEVARD,10030,mn-10-119942,09/15/2017,07/19/2017,Central Harlem North-Polo Grounds,1060430,1020280016,1023200,"(40.81991621, -73.94055195)"
LINK-014648,Manhattan,110,9,40.817264,-73.942056,Link Active!,120055,2361 ADAM CLAYTON POWELL JR BOULEVARD,10030,mn-10-120055,06/20/2017,10/26/2016,Central Harlem North-Polo Grounds,1060015,1020070001,1023000,"(40.817264, -73.942056)"
LINK-014649,Manhattan,110,9,40.816780,-73.942842,Link Active!,119948,2340 ADAM CLAYTON POWELL JR BOULEVARD,10030,mn-10-119948,01/09/2017,11/05/2016,Central Harlem North-Polo Grounds,1060220,1020230028,1022800,"(40.81677995, -73.94284249)"
LINK-014650,Manhattan,110,9,40.814156,-73.944756,Link Active!,119944,2260 ADAM CLAYTON POWELL JR BOULEVARD,10030,mn-10-119944,12/16/2016,10/26/2016,Central Harlem North-Polo Grounds,1058810,1019390029,1022600,"(40.814156, -73.944756)"
LINK-014651,Manhattan,110,9,40.812611,-73.945458,Link Active!,120046,2215 ADAM CLAYTON POWELL JR BOULEVARD,10027,mn-10-120046,02/23/2017,12/06/2016,Central Harlem North-Polo Grounds,1058070,1019150061,1022600,"(40.812611, -73.945458)"
LINK-014655,Manhattan,110,9,40.806249,-73.950095,Link Active!,120042,2013 ADAM CLAYTON POWELL JR BOULEVARD,10027,mn-10-120042,01/11/2017,10/15/2016,Central Harlem South,1057660,1019050063,1022000,"(40.80624896, -73.95009459)"
LINK-014662,Manhattan,110,9,40.822308,-73.942445,Link Active!,119896,2711 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119896,12/16/2016,11/17/2016,Central Harlem North-Polo Grounds,1060788,1020447501,1025900,"(40.8223078, -73.94244453)"
LINK-018037,Queens,404,25,40.733342,-73.870838,Link Active!,145788,90-20 Queens Blvd,11373,qu-04-145788,04/10/2017,03/11/2017,Elmhurst,4457337,4028570074,4047500,"(40.7333421, -73.87083775)"
LINK-018040,Queens,406,29,40.726495,-73.853138,Link Active!,145846,100-26 Queens Blvd,11375,qu-06-145846,08/16/2017,05/20/2017,Forest Hills,4075137,4031700031,4071306,"(40.726495, -73.853138)"
LINK-018041,Queens,406,29,40.726695,-73.853929,Link Active!,145847,99-40 67th Avenue,11375,qu-06-145847,07/12/2017,05/20/2017,Forest Hills,4075136,4031700027,4071306,"(40.726695, -73.853929)"
LINK-018042,Queens,406,29,40.727095,-73.854789,Link Active!,145764,98-108 Queens Blvd,11374,qu-06-145764,04/05/2017,03/04/2017,Forest Hills,4074784,4031590061,4071306,"(40.727095, -73.854789)"
LINK-018043,Queens,406,29,40.727489,-73.856071,Link Active!,145765,97-14 66 AVE,11374,qu-06-145765,04/05/2017,03/04/2017,Forest Hills,4074783,4031597501,4071306,"(40.72748901, -73.85607116)"
LINK-018045,Queens,406,29,40.727850,-73.856848,Link Active!,145766,98-38 Queens Blvd,11374,qu-06-145766,04/10/2017,03/04/2017,Forest Hills,4072159,4030860014,4071306,"(40.727850, -73.856848)"
LINK-018046,Queens,406,29,40.728067,-73.857446,Link Active!,145767,98-22 Queens Blvd,11374,qu-06-145767,04/05/2017,03/04/2017,Forest Hills,4072160,4030860018,4071306,"(40.7280673232608, -73.857445647683)"
LINK-018047,Brooklyn,302,33,40.698280,-73.992555,Link Active!,145810,79 Henry St,11201,bk-02-145810,06/05/2017,03/24/2017,Brooklyn Heights-Cobble Hill,3339176,3002170001,3000100,"(40.69828038, -73.9925546)"
LINK-018057,Brooklyn,302,33,40.688039,-73.981872,Link Active!,145811,322 Livingston St,11217,bk-02-145811,04/28/2017,03/31/2017,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000511,3001660032,3003700,"(40.68803876, -73.98187215)"
LINK-018062,Brooklyn,302,35,40.685787,-73.973320,Link Active!,145752,710 Fulton St,11217,bk-02-145752,03/24/2017,03/02/2017,Fort Greene,3059289,3021150010,3018100,"(40.685787, -73.97332)"
LINK-018064,Brooklyn,302,35,40.684549,-73.970225,Link Active!,145753,770 Fulton St,11238,bk-02-145753,03/24/2017,03/02/2017,Fort Greene,3321980,3020070014,3017900,"(40.68454905, -73.97022462)"
LINK-018067,Brooklyn,302,35,40.683591,-73.967093,Link Active!,145747,907 Fulton St,11238,bk-02-145747,05/01/2017,02/27/2017,Clinton Hill,3056600,3019760018,3019900,"(40.683591, -73.967093)"
LINK-018068,Brooklyn,302,35,40.683077,-73.964633,Link Active!,145812,957 Fulton St,11238,bk-02-145812,07/25/2017,03/24/2017,Clinton Hill,3056680,3019790060,3020100,"(40.68307692, -73.96463345)"
LINK-018071,Brooklyn,302,35,40.682200,-73.961648,Link Active!,145793,464 Grand Ave,11238,bk-02-145793,05/19/2017,03/06/2017,Clinton Hill,3057641,3020140033,3020100,"(40.68219957, -73.9616482)"
LINK-018080,Brooklyn,309,35,40.668156,-73.958801,Link Active!,145751,897 Franklin ave,11225,bk-09-145751,04/20/2017,02/27/2017,Crown Heights South,3033446,3012800001,3032500,"(40.668156, -73.958801)"
LINK-018081,Brooklyn,314,40,40.654704,-73.959568,Link Active!,145754,741 Flatbush Ave,11226,bk-14-145754,04/05/2017,03/03/2017,Prospect Lefferts Gardens-Wingate,3116192,3050640017,3079602,"(40.65470433, -73.95956788)"
LINK-018082,Brooklyn,314,40,40.652457,-73.959115,Link Active!,145755,827 Flatbush Ave,11226,bk-14-145755,04/05/2017,03/03/2017,Prospect Lefferts Gardens-Wingate,3335776,3050830001,3079602,"(40.65245679, -73.95911529)"
LINK-018083,Brooklyn,314,40,40.650029,-73.958502,Link Active!,145813,895 Flatbush Ave,11226,bk-14-145813,05/01/2017,03/06/2017,Erasmus,3117221,3051030023,3079400,"(40.65002892, -73.95850153)"
LINK-018085,Brooklyn,314,40,40.649115,-73.958291,Link Active!,145836,927 Flatbush Ave,11226,bk-14-145836,05/31/2017,05/06/2017,Erasmus,3117220,3051030008,3079400,"(40.649115, -73.958291)"
LINK-018086,Brooklyn,314,40,40.646179,-73.958203,Link Active!,145814,1016 Flatbush Ave,11226,bk-14-145814,09/15/2017,04/08/2017,Flatbush,3117654,3051250051,3051001,"(40.64617918, -73.95820347)"
LINK-018087,Brooklyn,314,40,40.645262,-73.958144,Link Active!,145789,1052 Flatbush Ave,11226,bk-14-145789,09/15/2017,03/06/2017,Flatbush,3117661,3051250070,3051001,"(40.6452617, -73.95814408)"
LINK-018088,Brooklyn,314,40,40.647887,-73.958051,Link Active!,145907,971 Flatbush Ave,11226,bk-14-145907,09/15/2017,08/10/2017,Erasmus,3117362,3051090001,3079400,"(40.64788737, -73.95805063)"
LINK-018090,Brooklyn,314,40,40.643941,-73.957990,Link Active!,145758,1088 Flatbush Ave,11226,bk-14-145758,09/15/2017,03/03/2017,Flatbush,3345680,3051640009,3051602,"(40.64394086, -73.95799026)"
LINK-018092,Brooklyn,308,35,40.671355,-73.957793,Link Installed; Connecting Power and Fiber,3062,792 Franklin Ave,11238,bk-08-GF3062,,11/10/2017,Crown Heights North,3029659,3011810045,3021700,"(40.671355, -73.957793)"
LINK-018096,Brooklyn,308,35,40.675141,-73.956281,Link Installed; Connecting Power and Fiber,3066,685 Franklin Ave,11216,bk-08-GF3066,,11/10/2017,Crown Heights North,3030857,3012240001,3022100,"(40.675141, -73.956281)"
LINK-018097,Brooklyn,308,35,40.675745,-73.956212,Link Installed; Connecting Power and Fiber,3067,658 Franklin Ave,11238,bk-08-GF3067,,11/10/2017,Crown Heights North,3028671,3011560051,3030500,"(40.67574507, -73.95621158)"
LINK-018099,Brooklyn,308,35,40.676714,-73.955858,Link Installed; Connecting Power and Fiber,3069,634 Franklin Ave,11238,bk-08-GF3069,,11/03/2017,Crown Heights North,3028306,3011490052,3030500,"(40.676714, -73.955858)"
LINK-018100,Brooklyn,303,35,40.681853,-73.958535,Link Active!,145748,549 Classon Ave,11238,bk-03-145748,04/20/2017,02/27/2017,Clinton Hill,3057307,3019940058,3022700,"(40.681853, -73.958535)"
LINK-018101,Brooklyn,303,35,40.681315,-73.956201,Link Active!,145784,1139 Fulton Street,11238,bk-03-145784,03/24/2017,03/11/2017,Clinton Hill,3057391,3019970046,3022700,"(40.68131525, -73.95620126)"
LINK-018102,Brooklyn,303,36,40.680951,-73.955704,Link Active!,145796,540 Franklin Ave,11238,bk-03-145796,03/24/2017,03/11/2017,Clinton Hill,3339279,3020160042,3022700,"(40.68095126061384, -73.95570356253529)"
LINK-018103,Brooklyn,303,36,40.679506,-73.955431,Link Active!,145750,560 Franklin Ave,11238,bk-03-145750,03/13/2017,02/27/2017,Clinton Hill,3057888,3020200058,3022700,"(40.679506, -73.955431)"
LINK-018105,Brooklyn,303,36,40.679987,-73.949473,Link Active!,145837,505 Nostrand Ave,11216,bk-03-145837,06/09/2017,04/28/2017,Crown Heights North,3053750,3018610001,3024700,"(40.679987, -73.949473)"
LINK-018109,Brooklyn,303,36,40.680273,-73.946155,Link Active!,145815,1373 Fulton Street,11216,bk-03-145815,07/28/2017,03/24/2017,Bedford,3332255,3018540001,3026900,"(40.68027266, -73.94615493)"
LINK-018110,Brooklyn,303,36,40.680197,-73.944903,Link Active!,145756,1407 Fulton St,11216,bk-03-145756,03/20/2017,03/02/2017,Bedford,3338749,3018540057,3026900,"(40.68019738, -73.94490293)"
LINK-018111,Brooklyn,303,36,40.680059,-73.942260,Link Active!,145757,1473 Fulton St,11216,bk-03-145757,03/24/2017,03/02/2017,Bedford,3338750,3018570024,3026900,"(40.680059, -73.94226)"
LINK-018115,Brooklyn,303,36,40.679752,-73.939101,Link Active!,145759,1546 Fulton St,11213,bk-03-145759,04/05/2017,03/02/2017,Crown Heights North,3053854,3018640029,3027100,"(40.67975193, -73.93910101)"
LINK-018117,Brooklyn,303,36,40.679815,-73.937627,Link Active!,145760,1591 Fulton St,11216,bk-03-145760,04/10/2017,03/02/2017,Stuyvesant Heights,3053698,3018590033,3027300,"(40.67981535625681, -73.93762700154537)"
LINK-018119,Brooklyn,303,36,40.679561,-73.935500,Link Active!,145749,1628 Fulton St,11213,bk-03-145749,03/20/2017,02/27/2017,Crown Heights North,3000000,3016990041,3027100,"(40.67956068, -73.93549973)"
LINK-018120,Brooklyn,303,36,40.679381,-73.929834,Link Active!,145816,1741 Fulton St,11233,bk-03-145816,09/27/2017,03/19/2017,Crown Heights North,3325182,3016910012,3029700,"(40.679381, -73.929834)"
LINK-018124,Brooklyn,303,41,40.679015,-73.921802,Link Active!,145817,293 Ralph Ave,11233,bk-03-145817,04/28/2017,03/31/2017,Stuyvesant Heights,3041421,3015240001,3037900,"(40.679015, -73.921802)"
LINK-018133,Brooklyn,316,41,40.678286,-73.912185,Link Installed; Connecting Power and Fiber,145962,2122 Fulton St,11233,bk-16-145962,,09/30/2017,Ocean Hill,3042170,3015510015,3030100,"(40.67828559, -73.91218476)"
LINK-018134,Brooklyn,316,37,40.678312,-73.910253,Link Active!,145761,2069 FULTON STREET,11233,bk-16-145761,04/20/2017,03/03/2017,Ocean Hill,3000000,3015420006,3036900,"(40.67831185, -73.91025266)"
LINK-018136,Brooklyn,316,37,40.678036,-73.907620,Link Active!,145818,2214 Fulton St,11233,bk-16-145818,05/03/2017,03/31/2017,Ocean Hill,3042276,3015530003,3036700,"(40.67803579, -73.90761958)"
LINK-018137,Queens,404,25,40.733579,-73.871648,Link Active!,145768,90-20 Queens Blvd,11373,qu-04-145768,04/14/2017,03/04/2017,Elmhurst,4457337,4028570074,4047500,"(40.733579, -73.871648)"
LINK-018138,Queens,404,25,40.733889,-73.872709,Link Active!,145774,90-02 Queens Blvd,11373,qu-04-145774,03/20/2017,03/04/2017,Elmhurst,4064869,4028570036,4047500,"(40.73388902, -73.87270949)"
LINK-018140,Queens,404,25,40.734162,-73.873658,Link Active!,145772,89-30 Queens Blvd,11373,qu-04-145772,04/10/2017,03/04/2017,Elmhurst,4064868,4028570022,4047500,"(40.734162, -73.873658)"
LINK-018141,Queens,404,25,40.735387,-73.876254,Link Active!,145775,87-20 55 Avenue,11373,qu-04-145775,04/10/2017,03/04/2017,Elmhurst,4064700,4028530005,4047500,"(40.7353874, -73.87625423)"
LINK-018142,Queens,404,25,40.736273,-73.877364,Link Active!,145745,86-10 Queens Blvd,11373,qu-04-145745,06/13/2017,02/25/2017,Elmhurst,4064656,4028510027,4047500,"(40.736273, -73.877364)"
LINK-018143,Queens,404,25,40.736982,-73.880315,Link Active!,145776,51-01 Goldsmith Street,11373,qu-04-145776,03/20/2017,03/04/2017,Elmhurst,4057288,4024760012,4047500,"(40.736982, -73.880315)"
LINK-018144,Queens,404,25,40.737777,-73.883978,Link Active!,145777,79-14 Queens Blvd,11373,qu-04-145777,03/20/2017,03/04/2017,Elmhurst-Maspeth,4056460,4024530018,4047900,"(40.737777, -73.883978)"
LINK-018146,Queens,402,30,40.739393,-73.892498,Link Active!,145740,70-50 Queens Blvd,11377,qu-02-145740,03/20/2017,02/25/2017,Elmhurst-Maspeth,4056418,4024440040,4048900,"(40.739393, -73.892498)"
LINK-018147,Queens,402,30,40.739922,-73.895296,Link Active!,145849,69-02 Queens Blvd,11377,qu-02-145849,10/06/2017,06/03/2017,Elmhurst-Maspeth,4056320,4024320009,4048900,"(40.739922, -73.895296)"
LINK-018148,Queens,402,26,40.740727,-73.899864,Link Active!,145742,65-10 Queens Blvd,11377,qu-02-145742,03/20/2017,02/25/2017,Woodside,4437388,4023920023,4024500,"(40.740727, -73.899864)"
LINK-018149,Queens,402,26,40.740962,-73.901886,Link Active!,145778,63-14 Queens Blvd,11377,qu-02-145778,03/28/2017,03/04/2017,Woodside,4053628,4023247501,4024500,"(40.740962, -73.901886)"
LINK-018153,Queens,402,26,40.741506,-73.906524,Link Active!,145744,58-28 Queens Blvd,11377,qu-02-145744,06/26/2017,02/25/2017,Woodside,4454475,4023137501,4024500,"(40.741506, -73.906524)"
LINK-018155,Queens,402,26,40.741433,-73.907509,Link Active!,145787,46-01 58 Street,11377,qu-02-145787,04/05/2017,03/11/2017,Woodside,4454475,4023137501,4024500,"(40.741432946596746, -73.90750867628793)"
LINK-018157,Queens,402,26,40.742512,-73.915349,Link Active!,145741,49-18 Queens Blvd,11377,qu-02-145741,03/20/2017,02/25/2017,Hunters Point-Sunnyside-West Maspeth,4052837,4022820030,4023500,"(40.742512392135225, -73.91534915419322)"
LINK-018161,Queens,402,26,40.743312,-73.922401,Link Active!,145743,45-01 42 Street,11104,qu-02-145743,03/20/2017,02/25/2017,Hunters Point-Sunnyside-West Maspeth,4540182,4001690022,4018102,"(40.74331229, -73.92240124)"
LINK-018166,Queens,402,26,40.743555,-73.924156,Link Active!,145779,40-02 Queens Blvd,11104,qu-02-145779,04/18/2017,03/04/2017,Hunters Point-Sunnyside-West Maspeth,4002571,4001930025,4018101,"(40.743555, -73.924156)"
LINK-018172,Queens,402,26,40.744608,-73.933726,Link Active!,145780,45-02 VAN DAM STREET,11101,qu-02-145780,04/14/2017,03/04/2017,Hunters Point-Sunnyside-West Maspeth,4003535,4002790001,4017900,"(40.744608, -73.933726)"
LINK-018179,Manhattan,109,7,40.829389,-73.944704,Link Installed; Connecting Power and Fiber,145960,1850 Amsterdam Ave,10031,mn-09-145960,,10/07/2017,Hamilton Heights,1062192,1020830033,1023700,"(40.82938948509238, -73.94470426744135)"
LINK-018185,Manhattan,109,7,40.814539,-73.955280,Link Installed; Connecting Power and Fiber,145978,1381 Amsterdam Ave,10027,mn-09-145978,,10/28/2017,Manhattanville,1059584,1019680001,1021303,"(40.81453869, -73.95528026)"
LINK-018198,Queens,402,26,40.747075,-73.942792,Link Active!,145791,25-01 JACKSON AVENUE,11101,qu-02-145791,04/14/2017,03/11/2017,Hunters Point-Sunnyside-West Maspeth,4539937,4000790030,4001900,"(40.74707469, -73.94279179)"
LINK-018199,Queens,402,26,40.746639,-73.944138,Link Active!,145781,23-24 45 AVENUE,11101,qu-02-145781,04/14/2017,03/04/2017,Hunters Point-Sunnyside-West Maspeth,4000677,4000800001,4001900,"(40.74663918, -73.94413828)"
LINK-018200,Queens,402,26,40.746089,-73.945246,Link Active!,145792,23-03 Jackson Ave,11101,qu-02-145792,03/29/2017,03/11/2017,Hunters Point-Sunnyside-West Maspeth,4000690,4000800004,4001900,"(40.74608863, -73.94524605)"
LINK-018201,Queens,402,26,40.745418,-73.946937,Link Active!,145746,22-25 Jackson Ave,11101,qu-02-145746,03/29/2017,02/25/2017,Hunters Point-Sunnyside-West Maspeth,4000561,4000760016,4000700,"(40.74541772, -73.94693708)"
LINK-018203,Queens,402,26,40.744921,-73.947663,Link Active!,145785,2116 Jackson Ave,11101,qu-02-145785,03/29/2017,03/11/2017,Hunters Point-Sunnyside-West Maspeth,4000543,4000720001,4001900,"(40.74492115, -73.94766296)"
LINK-018206,Queens,402,26,40.743382,-73.950806,Link Installed; Connecting Power and Fiber,145795,48-15 11th St,11101,qu-02-145795,,03/11/2017,Hunters Point-Sunnyside-West Maspeth,4536917,4000617501,4000700,"(40.74338234, -73.95080577)"
LINK-018207,Queens,402,26,40.742631,-73.952678,Link Active!,145782,10-51 Jackson Ave,11101,qu-02-145782,03/22/2017,03/04/2017,Hunters Point-Sunnyside-West Maspeth,4000243,4000420028,4000700,"(40.74263091, -73.95267766)"
LINK-018209,Queens,402,26,40.742287,-73.953336,Link Active!,145783,10-31 Jackson Ave,11101,qu-02-145783,03/22/2017,03/04/2017,Hunters Point-Sunnyside-West Maspeth,4000229,4000410015,4000700,"(40.74228717, -73.95333647)"
LINK-018218,Bronx,201,8,40.810159,-73.927886,Link Pending Activation,145916,270 E 137 STREET,10451,bx-01-145916,,08/31/2017,Mott Haven-Port Morris,2000780,2023180022,2005100,"(40.81015856, -73.92788597)"
LINK-018220,Bronx,201,17,40.817512,-73.928886,Link Active!,145819,135 East 146th Street,10451,bx-01-145819,06/28/2017,04/15/2017,West Concourse,2001088,2023500024,2006300,"(40.81751219, -73.92888643)"
LINK-018221,Bronx,201,8,40.816752,-73.929243,Link Active!,145820,140 East 144th Street,10451,bx-01-145820,07/20/2017,04/07/2017,West Concourse,2000000,2023450026,2006300,"(40.816751643042984, -73.9292428487746)"
LINK-018222,Bronx,201,8,40.815039,-73.929885,Link Active!,145841,301 Walton Avenue,10451,bx-01-145841,06/28/2017,04/22/2017,West Concourse,2001025,2023440075,2006300,"(40.81503931, -73.92988537)"
